compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state,corp_parent_id,corp_parent_name,corp_parent_type,hos_beds,hos_dsch,hos_res,hos_children,hos_majteach,hos_vmajteach,hos_teachint,hos_highdpp,hos_ucburden,hos_highuc,hos_ownership,hos_net_revenue,hos_total_revenue
CHSP00001102,050745,Chapman Global Medical Center,2601 East Chapman Avenue,Orange,CA,92869,1,,,,,18401524,KPC HEALTHCARE INC,INTEGRATED DELIVERY NETWORK (IDN),75,1767,0,0,0,0,0,1,0.2572369377,1,5,53345424,232184930
CHSP00001103,341323,Charles A. Cannon Jr. Memorial Hospital,434 Hospital Drive,Newland,NC,28646,1,HSI00001123,UNC Health Care System,Chapel Hill,NC,18197550,APPALACHIAN REGIONAL HEALTHCARE SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001104,201301,Charles A Dean Memorial Hospital,364 Pritham Avenue,Greenville,ME,04441,1,HSI00000330,Northern Light Health,Brewer,ME,17773471,NORTHERN LIGHT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),25,144,0,0,0,0,0,0,0.0589651768,0,1,19057110,30103491
CHSP00001105,34036F,Charles George Veterans Affairs Medical Center,1100 Tunnel Road,Asheville,NC,28805,0,,,,,18157312,VETERANS HEALTH ADMINISTRATION,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001106,510022,Charleston Area Medical Center  Inc.,501 Morris Street,Charleston,WV,25301,1,HSI00000147,CAMC Health System,Charleston,WV,17774081,CHARLESTON AREA MEDICAL CENTER HEALTH SYSTEM INC,INTEGRATED DELIVERY NETWORK (IDN),803,32552,180.2,0,0,0,0.2244084682,0,0.0445359576,0,1,,
CHSP00001110,11030F,Charlie Norwood Veterans Affairs Medical Center,1 Freedom Way,Augusta,GA,30904,0,,,,,18157312,VETERANS HEALTH ADMINISTRATION,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001111,281351,Chase County Community Hospital,600 West 12th Street,Imperial,NE,69033,1,,,,,,,,15,117,0,0,0,0,0,0,0.0220393879,0,3,13644500,18941980
CHSP00001112,341311,Chatham Hospital  Inc,475 Progress Boulevard,Siler City,NC,27344,1,HSI00001123,UNC Health Care System,Chapel Hill,NC,17774131,UNC HEALTH CARE SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),25,1029,0,0,0,0,0,0,0.0950498394,0,1,42866972,123939928
CHSP00001113,111324,Chatuge Regional Hospital,110 Main Street,Hiawassee,GA,30546,1,,,,,18199092,UNION GENERAL HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),25,295,0,0,0,0,0,0,0.0327021926,0,1,32343967,57583216
CHSP00001114,340156,Cherokee Indian Hospital,1 Hospital Road,Cherokee,NC,28719,1,,,,,18138661,INDIAN HEALTH SERVICE,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001115,010022,Cherokee Medical Center,400 Northwood Drive,Centre,AL,35960,1,HSI00001526,Advocate Health,Charlotte,NC,17773788,ADVOCATE HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),45,985,0,0,0,0,0,1,0.1184424544,1,1,15463745,99245787
CHSP00001116,370171,Cherokee Nation W.W. Hastings Hospital,100 South Bliss Avenue,Tahlequah,OK,74464,0,,,,,18138661,INDIAN HEALTH SERVICE,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001117,161362,Cherokee Regional Medical Center,300 Sioux Valley Drive,Cherokee,IA,51012,1,,,,,18199082,CHEROKEE REGIONAL MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),25,568,0,0,0,0,0,0,0.034038586,0,1,45804424,71721450
CHSP00001118,281344,Cherry County Hospital,510 North Green Street,Valentine,NE,69201,1,,,,,N/A,N/A,N/A,25,316,0,0,0,0,0,0,0.0318017503,0,3,29929187,46678779
CHSP00001119,344026,Cherry Hospital,1401 West Ash Street,Goldsboro,NC,27530,0,,,,,25176689,NC DEPT OF HEALTH AND HUMAN SERVICES,CORPORATE OWNER,314,337,0.61,0,0,0,0.0019426752,0,,0,3,4962471,4962471
CHSP00001120,490120,Chesapeake General Hospital,736 Battlefield Boulevard North,Chesapeake,VA,23320,1,HSI00000205,Chesapeake Regional Healthcare,Chesapeake,VA,18230771,CHESAPEAKE REGIONAL HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),302,15433,0,0,0,0,0,0,0.0439394722,0,3,398120178,1267460219
CHSP00001121,300019,Cheshire Medical Center,580 Court Street,Keene,NH,03431,1,HSI00000299,Dartmouth-Hitchcock,Lebanon,NH,18158633,DARTMOUTH HEALTH,INTEGRATED DELIVERY NETWORK (IDN),86,3420,0,0,0,0,0,0,0.0451172374,0,1,236225000,850877782
CHSP00001123,,Chester Mental Health Center,Chester Road,Chester,IL,62233,0,,,,,,,,,,,,,,,,,,,,
CHSP00001124,420019,Musc Health Chester Medical Center,1 Medical Park Drive,Chester,SC,29706,1,HSI00000644,Medical University of South Carolina Medical Center,Charleston,SC,17773804,MEDICAL UNIVERSITY OF SOUTH CAROLINA MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),16,824,0,0,0,0,0,0,0.1228674355,1,3,56464731,233899981
CHSP00001125,390026,Chestnut Hill Hospital,8835 Germantown Avenue,Philadelphia,PA,19118,1,HSI00001065,Temple University Health System,Philadelphia,PA,17774120,TEMPLE UNIVERSITY HEALTH SYSTEM INC,INTEGRATED DELIVERY NETWORK (IDN),128,6785,50.4,0,1,0,0.39375,0,0.0174740937,0,1,137234821,1206701581
CHSP00001127,171310,Great Plains Of Cheyenne County  Inc,210 West First Street,Saint Francis,KS,67756,1,,,,,17817689,GREAT PLAINS HEALTH ALLIANCE INC,INTEGRATED DELIVERY NETWORK (IDN),16,198,0,0,0,0,0,0,0.041947815,0,3,13371780,15156337
CHSP00001128,530014,Cheyenne Regional Medical Center,214 East 23rd Street,Cheyenne,WY,82001,1,HSI00000206,Cheyenne Regional Medical Center,Cheyenne,WY,18379122,CHEYENNE REGIONAL MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),147,8549,0,0,0,0,0,0,0.0593178261,0,3,372364252,1043161816
CHSP00001130,53004F,Cheyenne Va Medical Center,2360 East Pershing Boulevard,Cheyenne,WY,82001,0,,,,,18157312,VETERANS HEALTH ADMINISTRATION,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001131,144040,Chicago Behavioral Hospital,555 Wilson Lane,Des Plaines,IL,60016,0,,,,,,,,147,5968,0,0,0,0,0,0,,0,5,52682157,125571766
CHSP00001133,144005,Montrose Behavioral Health Hospital,4840 N Marine Dr,Chicago,IL,60640,0,,,,,18175663,ACADIA HEALTHCARE,CORPORATE OWNER,,,,,,,,,,,,,
CHSP00001134,144010,Chicago Read Mental Health Center,4200 North Oak Park Avenue,Chicago,IL,60634,0,,,,,,,,24,140,0,0,0,0,0,0,,0,3,,
CHSP00001135,370180,Chickasaw Nation Medical Center,1921 Stonecipher Boulevard,Ada,OK,74820,0,,,,,18138661,INDIAN HEALTH SERVICE,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001137,041328,Chicot Memorial Medical Center,2729 Highway 65 And 82 South,Lake Village,AR,71653,1,,,,,,,,25,232,0,0,0,0,0,0,0.0666917292,0,1,15361273,33386888
CHSP00001138,244005,Child & Adolescent Beh. Health Srvs.,1701 Technology Drive Northeast,Willmar,MN,56201,0,,,,,,,,5,16,0,0,0,0,0,0,,0,3,,
CHSP00001141,453302,Childrens Medical Center Of Dallas,1935 Medical District Drive,Dallas,TX,75235,1,HSI00000208,Childrens Health,Dallas,TX,17773791,CHILDRENS HEALTH,INTEGRATED DELIVERY NETWORK (IDN),388,13395,251,1,1,1,0.6469072165,0,,0,1,1892616204,4023188737
CHSP00001142,113301,Scottish Rite Childrens Medical Ctr,1001 Johnson Ferry Rd,Atlanta,GA,30342,1,HSI00000209,Childrens Healthcare of Atlanta,Atlanta,GA,17773933,CHILDRENS HEALTHCARE OF ATLANTA INC,INTEGRATED DELIVERY NETWORK (IDN),319,15722,34.94,1,0,0,0.1095297806,0,,0,1,961159834,2212708835
CHSP00001144,193300,Childrens Hospital,200 Henry Clay Avenue,New Orleans,LA,70118,1,HSI00000555,LCMC Health System,New Orleans,LA,18294751,LCMC HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),199,5579,147.53,1,1,1,0.7413567839,0,,0,1,634485921,1694993284
CHSP00001145,063301,Childrens Hospital Colorado,13123 East 16th Avenue,Aurora,CO,80045,1,HSI00001500,Childrens Hospital Colorado,Aurora,CO,29644673,CHILDRENS HOSPITAL COLORADO,INTEGRATED DELIVERY NETWORK (IDN),497,15638,274.01,1,1,0,0.5513279678,0,,0,1,1474292694,4121624067
CHSP00001146,053302,Childrens Hospital Los Angeles,4650 West Sunset Boulevard,Los Angeles,CA,90027,1,HSI00000210,Childrens Hospital Los Angeles,Los Angeles,CA,18295190,CHILDRENS HOSPITAL LOS ANGELES,INTEGRATED DELIVERY NETWORK (IDN),413,17030,291.38,1,1,1,0.7055205811,0,,0,1,1208346977,3879739707
CHSP00001147,283301,Childrens Hospital & Medical Center,8200 Dodge Street,Omaha,NE,68114,1,HSI00000213,Childrens Hospital and Medical Center,Omaha,NE,18294781,CHILDRENS HOSPITAL AND MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),186,4336,79.14,1,1,0,0.425483871,0,,0,1,501071414,1070835240
CHSP00001148,053304,Childrens Hospital Of Orange Count,1201 West La Veta Avenue,Orange,CA,92868,1,HSI00000214,CHOC Childrens,Orange,CA,18235913,CHOC CHILDRENS,INTEGRATED DELIVERY NETWORK (IDN),334,13043,101,1,1,0,0.3023952096,0,,0,1,1310418726,4483384661
CHSP00001149,393303,The Childrens Hospital Of Philadelp,3401 Civic Center Boulevard,Philadelphia,PA,19104,1,HSI00001075,The Childrens Hospital of Philadelphia,Philadelphia,PA,17773468,THE CHILDRENS HOSPITAL OF PHILADELPHIA,INTEGRATED DELIVERY NETWORK (IDN),667,21030,483.38,1,1,1,0.7247076462,0,,0,1,2695079245,8562091485
CHSP00001150,393302,Upmc Childrens Hospital Of Pgh,1 Childrens Hospital Dr,Pittsburgh,PA,15224,1,HSI00001126,UPMC,Pittsburgh,PA,17773516,UPMC,INTEGRATED DELIVERY NETWORK (IDN),317,14563,297.83,1,1,1,0.9395268139,0,,0,1,816681011,3292488401
CHSP00001151,493302,Children's Hospital Of Richmond At Vcu-Brook Road Campus,2924 Brook Road,Richmond,VA,23220,0,HSI00001213,VCU Health System,Richmond,VA,N/A,N/A,N/A,,,,,,,,,,,,,
CHSP00001152,493301,Childrens Hospital Of The Kings Da,601 Children's Lane,Norfolk,VA,23507,1,HSI00000215,Childrens Hospital of the Kings Daughters Health System,Norfolk,VA,18248841,CHILDRENS HOSPITAL OF THE KINGS DAUGHTERS HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),202,5357,108.3,1,1,0,0.5361386139,0,,0,1,546188212,1500400483
CHSP00001153,523300,Childrens Hospital Of Wisconsin,8915 West Connell Avenue,Milwaukee,WI,53226,1,HSI00000212,Childrens Hospital and Health System,Wauwatosa,WI,18198805,CHILDRENS HOSPITAL AND HEALTH SYSTEM INC,INTEGRATED DELIVERY NETWORK (IDN),298,9881,201.06,1,1,1,0.6746979866,0,,0,1,834611498,1511911387
CHSP00001154,523302,Childrens Hospital Of Wi-Fox Valley,130 Second Street,Neenah,WI,54956,1,HSI00000212,Childrens Hospital and Health System,Wauwatosa,WI,18198805,CHILDRENS HOSPITAL AND HEALTH SYSTEM INC,INTEGRATED DELIVERY NETWORK (IDN),42,596,0,1,0,0,0,0,,0,1,27645470,41019103
CHSP00001155,243302,Childrens Health Care,2525 Chicago Avenue South,Minneapolis,MN,55404,1,HSI00000207,Childrens Minnesota,Minneapolis,MN,N/A,N/A,N/A,420,14468,55.04,1,0,0,0.131047619,0,,0,1,1016840113,2246643831
CHSP00001156,363306,Dayton Childrens Hospital,1 Childrens Plaza,Dayton,OH,45404,1,HSI00000302,Dayton Childrens,Dayton,OH,18290283,DAYTON CHILDRENS,INTEGRATED DELIVERY NETWORK (IDN),181,8094,67.92,1,1,0,0.3752486188,0,,0,1,569126150,965744928
CHSP00001157,453316,Childrens Medical Center Of Plano,7601 Preston Road,Plano,TX,75024,1,HSI00000208,Childrens Health,Dallas,TX,17773791,CHILDRENS HEALTH,INTEGRATED DELIVERY NETWORK (IDN),60,5179,0,1,0,0,0,0,0.0241365493,0,1,352731505,777368731
CHSP00001158,263302,Childrens Mercy Hospital,2401 Gillham Road,Kansas City,MO,64108,1,HSI00001076,The Childrens Mercy Hospital,Kansas City,MO,18138029,THE CHILDRENS MERCY HOSPITAL,INTEGRATED DELIVERY NETWORK (IDN),328,14357,176.99,1,1,0,0.5396036585,0,,0,1,1441430849,2958795576
CHSP00001159,173300,Childrens Mercy Hospital Kansas,5808 West 110th Street,Overland Park,KS,66211,1,HSI00001076,The Childrens Mercy Hospital,Kansas City,MO,18138029,THE CHILDRENS MERCY HOSPITAL,INTEGRATED DELIVERY NETWORK (IDN),42,379,0,1,0,0,0,0,,0,1,108452289,310837487
CHSP00001160,093300,Childrens Hospital,111 Michigan Avenue Nw,Washington,DC,20010,1,HSI00000216,Childrens National Health System,Washington,DC,17990280,CHILDRENS NATIONAL HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),323,13762,337.37,1,1,1,1.0444891641,0,,0,1,1362376834,3546821391
CHSP00001164,313300,Childrens Specialized Hopsital,200 Somerset Street,New Brunswick,NJ,08901,1,HSI00000863,RWJBarnabas Health,West Orange,NJ,17773496,RWJBARNABAS HEALTH,INTEGRATED DELIVERY NETWORK (IDN),68,533,5.95,1,0,0,0.0875,0,,0,1,165126978,283270088
CHSP00001166,013300,The Childrens Hospital Of Alabama,1600 Seventh Avenue South,Birmingham,AL,35233,1,HSI00000217,Childrens of Alabama,Birmingham,AL,18283545,CHILDRENS OF ALABAMA,INTEGRATED DELIVERY NETWORK (IDN),351,16130,145.74,1,1,0,0.4152136752,0,,0,1,860206699,1739682137
CHSP00001167,433300,Lifescape,2501 West 26th Street,Sioux Falls,SD,57105,0,,,,,,,,,,,0,,,,,,,5,,
CHSP00001168,113300,Egleston Childrens Hospital At Emory,"1600 Tullie Circle, Ne",Atlanta,GA,30329,1,HSI00000209,Childrens Healthcare of Atlanta,Atlanta,GA,17773933,CHILDRENS HEALTHCARE OF ATLANTA INC,INTEGRATED DELIVERY NETWORK (IDN),330,11607,198.91,1,1,1,0.6027575758,0,,0,1,999801524,2525059007
CHSP00001183,450369,Childress Regional Medical Center,901 Highway 83 North,Childress,TX,79201,1,,,,,,,,37,517,0,0,0,0,0,0,0.0678851623,0,3,38494390,85030299
CHSP00001186,36008F,Chillicothe Veterans Affairs Medical Center,17273 State Route 104,Chillicothe,OH,45601,0,,,,,18157312,VETERANS HEALTH ADMINISTRATION,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001187,310017,Chilton Hospital,97 West Parkway,Pompton Plains,NJ,07444,1,HSI00000060,Atlantic Health System,Morristown,NJ,17773460,ATLANTIC HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),180,8530,0,0,0,0,0,0,0.0490291422,0,1,278027952,1668922247
CHSP00001188,050407,Chinese Hospital,845 Jackson Street,San Francisco,CA,94133,1,,,,,30103834,CHINESE HOSPITAL,INTEGRATED DELIVERY NETWORK (IDN),73,1182,0,0,0,0,0,1,0.0069506787,0,1,96566218,258367372
CHSP00001189,030084,Chinle Comprehensive Health Care Facility,Highway 191,Chinle,AZ,86503,0,,,,,18138661,INDIAN HEALTH SERVICE,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001190,050586,Chino Valley Medical Center,5451 Walnut Avenue,Chino,CA,91710,1,HSI00000845,Prime Healthcare Services,Ontario,CA,17844310,PRIME HEALTHCARE SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),112,4025,20.68,0,0,0,0.1846428571,1,0.0195626769,0,5,94807898,398841926
CHSP00001191,490112,Cjw Medical Center,7101 Jahnke Road,Richmond,VA,23225,1,HSI00000492,HCA Healthcare,Nashville,TN,17773631,HCA HEALTHCARE INC,INTEGRATED DELIVERY NETWORK (IDN),612,30662,3.64,0,0,0,0.0059477124,0,0.0292383371,0,5,1004930126,10070521082
CHSP00001192,241325,Ccm Health,824 North 11th Street,Montevideo,MN,56265,1,,,,,N/A,N/A,N/A,25,770,0,0,0,0,0,0,0.0846575522,0,3,61377759,128161087
CHSP00001193,521307,Adventhealth Durand,1220 Third Avenue West,Durand,WI,54736,1,HSI00000010,AdventHealth,Altamonte Springs,FL,17773293,ADVENTHEALTH,INTEGRATED DELIVERY NETWORK (IDN),25,140,0,0,0,0,0,0,0.051038829,0,2,18048837,32614650
CHSP00001194,144038,Choate Mental Health Center,1000 North Main Street,Anna,IL,62906,0,,,,,,,,95,72,0,0,0,0,0,0,,0,3,,
CHSP00001195,011304,Ochsner Choctaw General,401 Vanity Fair Avenue,Butler,AL,36904,1,HSI00000780,Ochsner Health System,New Orleans,LA,17773459,OCHSNER HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),25,53,0,0,0,0,0,0,0.0797934043,0,1,18675948,33688580
CHSP00001196,250127,Choctaw Health Center,210 Hospital Circle,Philadelphia,MS,39350,0,,,,,18138661,INDIAN HEALTH SERVICE,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001197,370100,Choctaw Memorial Hospital,1405 East Kirk Street,Hugo,OK,74743,1,HSI00000860,Quorum Health Corporation,Brentwood,TN,19733092,QUORUM HEALTH CORP,INTEGRATED DELIVERY NETWORK (IDN),34,477,0,0,0,0,0,0,0.1294375932,1,3,8109313,31386574
CHSP00001198,370172,Choctaw Nation Health Care Center,1 Choctaw Way,Talihina,OK,74571,1,,,,,18138661,INDIAN HEALTH SERVICE,INTEGRATED DELIVERY NETWORK (IDN),43,1086,0,0,0,0,0,0,,0,4,,
CHSP00001199,251334,Choctaw Regional Medical Center,8613 Highway 12,Ackerman,MS,39735,1,,,,,27850272,CHOCTAW REGIONAL MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),15,105,0,0,0,0,0,0,0.3789466545,1,3,20402588,33012680
CHSP00001201,360163,The Christ Hospital,2139 Auburn Avenue,Cincinnati,OH,45219,1,HSI00001077,The Christ Hospital Health Network,Cincinnati,OH,18291628,THE CHRIST HOSPITAL HEALTH NETWORK,INTEGRATED DELIVERY NETWORK (IDN),444,26262,82.28,0,0,0,0.1853153153,0,0.0484444414,0,1,920961957,3283722542
CHSP00001202,314019,Ramapo Ridge Psychiatric,301 Sicomac Avenue,Wyckoff,NJ,07481,0,,,,,18290311,CHRISTIAN HEALTH CARE CENTER,CORPORATE OWNER,58,848,0,0,0,0,0,0,,0,1,88880852,108541084
CHSP00001203,260180,Christian Hospital Northeast,11133 Dunn Road,Saint Louis,MO,63136,1,HSI00000070,BJC Healthcare,Saint Louis,MO,17773625,BJC HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),251,12591,4.31,0,0,0,0.0171713147,0,0.0775271039,0,1,348603819,1520707261
CHSP00001204,080001,Christiana Care Health System,4755 Ogletown-Stanton Road,Newark,DE,19718,1,HSI00000218,ChristianaCare,Wilmington,DE,17774086,CHRISTIANACARE,INTEGRATED DELIVERY NETWORK (IDN),1172,49852,245.66,0,0,0,0.2096075085,0,0.0201110428,0,1,2261415744,5636136395
CHSP00001208,450615,Christus Saint Michael Hospital Atlanta,1007 S William St,Atlanta,TX,75551,1,HSI00000152,Christus Health,Irving,TX,17774085,CHRISTUS HEALTH,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001209,320087,Christus Saint Vincent Physicians Medical Center,2990 Rodeo Park Dr E,Santa Fe,NM,87505,0,HSI00000152,Christus Health,Irving,TX,17774085,CHRISTUS HEALTH,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001215,321308,Cibola General Hospital,1016 East Roosevelt Avenue,Grants,NM,87020,1,,,,,19733092,QUORUM HEALTH CORP,INTEGRATED DELIVERY NETWORK (IDN),25,908,0,0,0,0,0,0,0.0537433052,0,3,41469505,94914029
CHSP00001216,371307,Cimarron Memorial Hospital,100 South Ellis Street,Boise City,OK,73933,1,,,,,,,,25,146,0,0,0,0,0,0,0.0289079447,0,3,3440627,6578232
CHSP00001217,363300,Childrens Hospital Medical Center,3333 Burnet Avenue Mlc 8006,Cincinnati,OH,45229,1,HSI00000224,Cincinnati Childrens Hospital Medical Center,Cincinnati,OH,18290105,CINCINNATI CHILDRENS HOSPITAL MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),711,18484,403.7,1,1,0,0.5677918425,0,,0,1,2508408288,4034418245
CHSP00001220,36003F,Cincinnati Veterans Affairs Medical Center,3200 Vine Street,Cincinnati,OH,45220,0,,,,,18157312,VETERANS HEALTH ADMINISTRATION,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001221,104024,Circles Of Care  Inc.,400 East Sheridan Road,Melbourne,FL,32901,0,,,,,18288435,CIRCLES OF CARE INC,CORPORATE OWNER,172,1414,0,0,0,0,0,0,,0,1,26246223,58822831
CHSP00001223,010101,Citizens Baptist Medical Center,604 Stone Avenue,Talladega,AL,35160,1,HSI00001066,Tenet Healthcare,Dallas,TX,17774121,TENET HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),103,1481,0,0,0,0,0,0,0.1459558341,1,5,32935663,338913010
CHSP00001224,171362,Citizens Medical Center,100 East College Drive,Colby,KS,67701,1,,,,,,,,23,608,0,0,0,0,0,0,0.0493278019,0,1,57260721,120804875
CHSP00001225,190184,Citizens Medical Center,7939 U S Highway 165,Columbia,LA,71418,1,,,,,,,,40,386,0,0,0,0,0,0,0.0224479593,0,3,12471192,31386916
CHSP00001226,450023,Citizens Medical Center,2701 Hospital Drive,Victoria,TX,77901,1,,,,,29646416,CITIZENS MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),286,6780,0,0,0,0,0,0,0.0660373544,0,3,174012236,708071591
CHSP00001227,260195,Citizens Memorial Hospital District,1500 North Oakland Avenue,Bolivar,MO,65613,1,HSI00000225,Citizens Memorial Healthcare,Bolivar,MO,18294931,CITIZENS MEMORIAL HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),52,2405,0,0,0,0,0,0,0.0330603076,0,3,178318124,555191401
CHSP00001229,100023,Citrus Memorial Hospital,502 West Highland Boulevard,Inverness,FL,34452,1,HSI00000492,HCA Healthcare,Nashville,TN,17773631,HCA HEALTHCARE INC,INTEGRATED DELIVERY NETWORK (IDN),204,11200,73.25,0,1,0,0.3590686275,0,0.088026606,0,5,241475000,3102901421
CHSP00001231,050369,Emanate Health Queen Of The Valley Hospital,1115 S Sunset Ave,West Covina,CA,91790,1,HSI00000226,Emanate Health,Covina,CA,17773304,EMANATE HEALTH,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001232,050382,Emanate Health Medical Center,210 West San Bernadino Road,Covina,CA,91723,1,HSI00000226,Emanate Health,Covina,CA,17773304,EMANATE HEALTH,INTEGRATED DELIVERY NETWORK (IDN),481,21718,23.12,0,0,0,0.0480665281,1,0.1260110255,1,1,517502214,2500467413
CHSP00001233,050146,City Of Hope National Medical Ctr,1500 East Duarte Road,Duarte,CA,91010,0,,,,,18359168,CITY OF HOPE CANCER INSTITUTE,INTEGRATED DELIVERY NETWORK (IDN),234,8667,29.84,0,0,0,0.1275213675,0,,0,1,2275437529,7589583055
CHSP00001234,251320,Claiborne County Hospital,123 Mccomb Avenue,Port Gibson,MS,39150,1,,,,,,,,22,215,0,0,0,0,0,0,0.0051624564,0,3,8723107,31545706
CHSP00001235,440057,Claiborne Medical Center,1850 Old Knoxville Road,Tazewell,TN,37879,1,HSI00000286,Covenant Health,Knoxville,TN,17773793,COVENANT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),26,1076,0,0,0,0,0,0,0.1187255967,1,1,30939784,92752778
CHSP00001236,190114,Homer Memorial Hospital,620 East College Street,Homer,LA,71040,1,,,,,,,,37,910,0,0,0,0,0,0,0.0444760146,0,3,24177158,71274340
CHSP00001237,171333,Clara Barton Hospital Association,250 West Ninth Street,Hoisington,KS,67544,1,,,,,,,,17,510,0,0,0,0,0,0,0.0677281903,0,1,38933279,79777321
CHSP00001238,310009,Clara Maass Medical Center,1 Clara Maass Drive,Belleville,NJ,07109,1,HSI00000863,RWJBarnabas Health,West Orange,NJ,17773496,RWJBARNABAS HEALTH,INTEGRATED DELIVERY NETWORK (IDN),259,13119,1.48,0,0,0,0.0057142857,0,0.1571684396,1,1,356561169,1777631766
CHSP00001239,370173,Claremore Indian Hospital,101 South Moore Avenue,Claremore,OK,74017,0,,,,,18138661,INDIAN HEALTH SERVICE,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00001241,161352,Clarinda Regional Health Center,220 Essie Davison Drive,Clarinda,IA,51632,1,,,,,,,,25,376,0,0,0,0,0,0,0.0506376877,0,3,42567952,82788259
CHSP00001242,390093,Clarion Hospital,1 Hospital Drive,Clarion,PA,16214,1,HSI00000146,Butler Health System,Butler,PA,17999450,BUTLER HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),59,851,16.71,0,1,0,0.283220339,0,0.0965140411,0,1,47828653,145660323
CHSP00001243,394043,Clarion Psychiatric Hospital,2 Hospital Drive,Clarion,PA,16214,0,HSI00001148,Universal Health Services,Norristown,PA,17774130,UNIVERSAL HEALTH SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),112,2347,0,0,0,0,0,0,,0,5,27795149,59079760
CHSP00001244,,Clarity Child Guidance Center,8535 Tom Slick,San Antonio,TX,78229,0,,,,,,,,,,,,,,,,,,,,
CHSP00001245,271323,Clark Fork Valley Hospital,10 Kruger Road,Plains,MT,59859,1,HSI00000852,Providence,Renton,WA,17773964,PROVIDENCE,INTEGRATED DELIVERY NETWORK (IDN),16,391,0,0,0,0,0,0,0.0272653692,0,1,29431948,49152846
CHSP00001246,150009,Clark Memorial Hospital,1220 Missouri Avenue,Jeffersonville,IN,47130,1,HSI00000584,Lifepoint Health,Brentwood,TN,17773643,LIFEPOINT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),153,7031,0.03,0,0,0,0.0001960784,0,0.0207356531,0,5,167585720,757089823
CHSP00001247,180092,Clark Regional Medical Center,175 Hospital Drive,Winchester,KY,40391,1,HSI00000584,Lifepoint Health,Brentwood,TN,17773643,LIFEPOINT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),54,3745,0,0,0,0,0,0,0.0136579897,0,5,156393424,770426546
CHSP00001248,161348,Clarke County Public Hospital,800 South Fillmore Street,Osceola,IA,50213,1,HSI00001146,Unitypoint Health,West Des Moines,IA,17773949,UNITYPOINT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),25,279,0,0,0,0,0,0,0.07758637,0,3,32924607,42004834
CHSP00001249,394012,Clarks Summit State  Hospital,1451 Hillside Drive,Clarks Summit,PA,18411,0,,,,,,,,203,38,0,0,0,0,0,0,,0,3,,
