facility_id,facility_name,city,state,zip_code,facility_type,ownership,facility_name_normalized,health_system,msp_gatekeeper,vms_software,msp_exclusive,ehr_system,radius_rule_miles,msp_notes,data_source,confidence,ccn,hos_beds,hos_dsch,corp_parent_name,hos_net_revenue,hos_ucburden
084001,DELAWARE PSYCHIATRIC CENTER,NEW CASTLE,DE,19720,Psychiatric,Government - State,delaware psychiatric center,,,,,,,,cms_gov,high,084001,,,,,
084002,ROCKFORD CENTER,NEWARK,DE,19713,Psychiatric,Proprietary,rockford center,Universal Health Services,,,,,,,cms_gov,high,084002,148.0,4644.0,UNIVERSAL HEALTH SERVICES INC,30795669.0,
084003,MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,NEW CASTLE,DE,19720,Psychiatric,Proprietary,meadowwood behavioral health system,,,,,,,,cms_gov,high,084003,130.0,3755.0,ACADIA HEALTHCARE,35248933.0,
084004,DOVER BEHAVIORAL HEALTH SYSTEM,DOVER,DE,19901,Psychiatric,Proprietary,dover behavioral health system,Universal Health Services,,,,,,,cms_gov,high,084004,104.0,3158.0,UNIVERSAL HEALTH SERVICES INC,27582244.0,
084005,SUN BEHAVIORAL DELAWARE LLC,GEORGETOWN,DE,19947,Psychiatric,Proprietary,sun behavioral delaware llc,,,,,,,,cms_gov,high,084005,90.0,3896.0,,24447688.0,
090001,GEORGE WASHINGTON UNIV HOSPITAL,WASHINGTON,DC,20037,Acute Care Hospitals,Proprietary,george washington univ hospital,Universal Health Services,,,,,,,cms_gov,high,090001,339.0,17427.0,UNIVERSAL HEALTH SERVICES INC,633223928.0,0.0159409624
090003,HOWARD UNIVERSITY HOSPITAL CORP,WASHINGTON,DC,20060,Acute Care Hospitals,Voluntary non-profit - Other,howard university hospital corp,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,090003,215.0,7068.0,HOWARD UNIVERSITY HOSPITAL,294594748.0,0.0528824608
090004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,WASHINGTON,DC,20007,Acute Care Hospitals,Proprietary,medstar georgetown university hospital,MedStar Health,,,,,,,cms_gov,high,090004,402.0,13968.0,MEDSTAR HEALTH,1108081979.0,0.0134179124
090005,SIBLEY MEMORIAL HOSPITAL,WASHINGTON,DC,20016,Acute Care Hospitals,Voluntary non-profit - Other,sibley memorial hospital,Johns Hopkins Health System,,,,,,,cms_gov,high,090005,229.0,10644.0,JOHNS HOPKINS HEALTH SYSTEM,498176250.0,0.0184120943
090008,UNITED MEDICAL CENTER,WASHINGTON,DC,20032,Acute Care Hospitals,Proprietary,united medical center,,,,,,,,cms_gov,high,090008,126.0,3609.0,,90329944.0,0.0185808056
090011,MEDSTAR WASHINGTON HOSPITAL CENTER,WASHINGTON,DC,20010,Acute Care Hospitals,Voluntary non-profit - Other,medstar washington hospital center,MedStar Health,,,,,,,cms_gov,high,090011,725.0,27681.0,MEDSTAR HEALTH,1517106869.0,0.0231150691
09002F,WASHINGTON DC VA MEDICAL CENTER,WASHINGTON,DC,20422,Acute Care - Veterans Administration,Veterans Health Administration,washington dc va medical center,,,,,,,,cms_gov,high,09002F,,,VETERANS HEALTH ADMINISTRATION,,
093300,CHILDREN'S NATIONAL HOSPITAL,WASHINGTON,DC,20010,Childrens,Voluntary non-profit - Private,childrens national hospital,Childrens National Health System,,,,,,,cms_gov,high,093300,323.0,13762.0,CHILDRENS NATIONAL HEALTH SYSTEM,1362376834.0,
094001,ST ELIZABETHS HOSPITAL,WASHINGTON,DC,20032,Psychiatric,Government - State,st elizabeths hospital,,,,,,,,cms_gov,high,094001,292.0,2544.0,,,
094004,PSYCHIATRIC INSTITUTE OF WASHINGTON,WASHINGTON,DC,20016,Psychiatric,Voluntary non-profit - Private,psychiatric institute of washington,Universal Health Services,,,,,,,cms_gov,high,094004,130.0,4434.0,UNIVERSAL HEALTH SERVICES INC,42481688.0,
100001,SHANDS JACKSONVILLE,JACKSONVILLE,FL,32209,Acute Care Hospitals,Voluntary non-profit - Private,shands jacksonville,UF Health,,,,,,,cms_gov,high,100001,481.0,28159.0,UF HEALTH,861446114.0,0.0800426447
100002,BETHESDA HOSPITAL EAST,BOYNTON BEACH,FL,33435,Acute Care Hospitals,Voluntary non-profit - Private,bethesda hospital east,Baptist Health South Florida,,,,,,,cms_gov,high,100002,363.0,16586.0,BAPTIST HEALTH SOUTH FLORIDA,344829619.0,0.1507232443
100006,ORLANDO HEALTH,ORLANDO,FL,32806,Acute Care Hospitals,Voluntary non-profit - Private,orlando health,Orlando Health,,,,,,,cms_gov,high,100006,1467.0,104533.0,ORLANDO HEALTH,3385817971.0,0.0473450135
100007,ADVENTHEALTH ORLANDO,ORLANDO,FL,32803,Acute Care Hospitals,Voluntary non-profit - Private,adventhealth orlando,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,100007,2787.0,157121.0,ADVENTHEALTH,6233499732.0,0.0491280789
100008,BAPTIST HOSPITAL OF MIAMI,MIAMI,FL,33176,Acute Care Hospitals,Voluntary non-profit - Private,baptist hospital of miami,Baptist Health South Florida,,,,,,,cms_gov,high,100008,672.0,27383.0,BAPTIST HEALTH SOUTH FLORIDA,1905765260.0,0.0752057684
100012,LEE MEMORIAL HOSPITAL,FORT MYERS,FL,33901,Acute Care Hospitals,Government - Hospital District or Authority,lee memorial hospital,Lee Health,,,,,,,cms_gov,high,100012,746.0,39174.0,LEE HEALTH,1305350417.0,0.0762044978
100014,ADVENTHEALTH NEW SMYRNA BEACH,NEW SMYRNA BEACH,FL,32170,Acute Care Hospitals,Voluntary non-profit - Church,adventhealth new smyrna beach,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,100014,109.0,6847.0,ADVENTHEALTH,168917059.0,0.0853976388
100017,HALIFAX HEALTH MEDICAL CENTER,DAYTONA BEACH,FL,32114,Acute Care Hospitals,Government - Hospital District or Authority,halifax health medical center,Halifax Health,,,,,,,cms_gov,high,100017,533.0,26445.0,HALIFAX HEALTH,630480006.0,0.0911349408
100018,NAPLES COMMUNITY HOSPITAL,NAPLES,FL,34102,Acute Care Hospitals,Voluntary non-profit - Private,naples community hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,100018,517.0,31045.0,NCH HEALTHCARE SYSTEM,691733494.0,0.0889888115
100019,HOLMES REGIONAL MEDICAL CENTER,MELBOURNE,FL,32901,Acute Care Hospitals,Voluntary non-profit - Private,holmes regional medical center,Health First,,,,,,,cms_gov,high,100019,550.0,29971.0,HEALTH FIRST INC,639242276.0,0.1160971719
100022,JACKSON HEALTH SYSTEM,MIAMI,FL,33136,Acute Care Hospitals,Government - Hospital District or Authority,jackson health system,Jackson Health System,,,,,,,cms_gov,high,100022,1608.0,62133.0,JACKSON HEALTH SYSTEM,1551114782.0,0.2094989866
100023,HCA FLORIDA CITRUS HOSPITAL,INVERNESS,FL,34452,Acute Care Hospitals,Government - Hospital District or Authority,hca florida citrus hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,100023,204.0,11200.0,HCA HEALTHCARE INC,241475000.0,0.088026606
100025,SACRED HEART HOSPITAL,PENSACOLA,FL,32504,Acute Care Hospitals,Voluntary non-profit - Private,sacred heart hospital,Ascension,Ascension Travel Program,Internal,True,Epic,,,cms_gov,high,100025,559.0,26918.0,ASCENSION,1040724592.0,0.0786086367
100026,ASCENSION SACRED HEART BAY,PANAMA CITY,FL,32401,Acute Care Hospitals,Voluntary non-profit - Private,ascension sacred heart bay,Ascension,Ascension Travel Program,Internal,True,Epic,,,cms_gov,high,100026,126.0,7253.0,ASCENSION,192107564.0,0.1292201077
100028,PARRISH MEDICAL CENTER,TITUSVILLE,FL,32796,Acute Care Hospitals,Government - Hospital District or Authority,parrish medical center,Parrish Medical Center,,,,,,,cms_gov,high,100028,208.0,4414.0,PARRISH MEDICAL CENTER,158904578.0,0.0499020537
100029,NORTH SHORE MEDICAL CENTER,MIAMI,FL,33150,Acute Care Hospitals,Proprietary,north shore medical center,Steward Health Care System,,,,,,,cms_gov,high,100029,748.0,19110.0,STEWARD HEALTH CARE SYSTEM LLC,369487542.0,0.2042806808
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,OCOEE,FL,34761,Acute Care Hospitals,Government - State,orlando healthhealth central hospital,Orlando Health,,,,,,,cms_gov,high,100030,273.0,16595.0,ORLANDO HEALTH,349001331.0,0.1374649177
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,SAINT PETERSBURG,FL,33701,Acute Care Hospitals,Voluntary non-profit - Private,orlando health bayfront hospital,Orlando Health,,,,,,,cms_gov,high,100032,262.0,14506.0,ORLANDO HEALTH,339188613.0,0.0753949664
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",MIAMI BEACH,FL,33140,Acute Care Hospitals,Voluntary non-profit - Private,mount sinai medical center of florida inc,Mount Sinai Medical Center of Florida,,,,,,,cms_gov,high,100034,481.0,25238.0,MOUNT SINAI MEDICAL CENTER OF FLORIDA INC,971438827.0,0.0296759235
100035,MANATEE MEMORIAL HOSPITAL,BRADENTON,FL,34208,Acute Care Hospitals,Proprietary,manatee memorial hospital,Universal Health Services,,,,,,,cms_gov,high,100035,295.0,19967.0,UNIVERSAL HEALTH SERVICES INC,383945165.0,0.1333639819
100038,MEMORIAL REGIONAL HOSPITAL,HOLLYWOOD,FL,33021,Acute Care Hospitals,Government - Hospital District or Authority,memorial regional hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,100038,838.0,31904.0,MEMORIAL HEALTHCARE SYSTEM,1452653047.0,0.0478454761
100039,BROWARD HEALTH MEDICAL CENTER,FORT LAUDERDALE,FL,33316,Acute Care Hospitals,Government - Hospital District or Authority,broward health medical center,Broward Health,,,,,,,cms_gov,high,100039,572.0,20978.0,NORTH BROWARD HOSPITAL DISTRICT,530320148.0,0.2141899784
100040,ASCENSION ST VINCENT'S RIVERSIDE,JACKSONVILLE,FL,32204,Acute Care Hospitals,Voluntary non-profit - Private,ascension st vincents riverside,Ascension,Ascension Travel Program,Internal,True,Epic,,,cms_gov,high,100040,362.0,16459.0,ASCENSION,449565271.0,0.0616917679
100043,MEASE DUNEDIN HOSPITAL,DUNEDIN,FL,34698,Acute Care Hospitals,Voluntary non-profit - Private,mease dunedin hospital,Trinity Health,FirstChoice (Internal) / AMN,ShiftWise Flex,False,Epic,,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,100043,112.0,5837.0,BAYCARE HEALTH SYSTEM,118024100.0,0.1053662339
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,STUART,FL,34994,Acute Care Hospitals,Voluntary non-profit - Private,cleveland clinic martin north hospital,Cleveland Clinic,,,,,,,cms_gov,high,100044,521.0,33152.0,CLEVELAND CLINIC,631579196.0,0.0911956939
100045,ADVENTHEALTH DELAND,DELAND,FL,32720,Acute Care Hospitals,Voluntary non-profit - Church,adventhealth deland,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,100045,142.0,8954.0,ADVENTHEALTH,244561857.0,0.1099916824
100046,Adventhealth Zephyrhills,ZEPHYRHILLS,FL,33541,Acute Care Hospitals,Voluntary non-profit - Church,adventhealth zephyrhills,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,100046,149.0,10897.0,ADVENTHEALTH,232267157.0,0.1172614692
100047,SHOREPOINT HEALTH PUNTA GORDA,PUNTA GORDA,FL,33950,Acute Care Hospitals,Proprietary,shorepoint health punta gorda,CHS,HealthTrust,Unknown,True,Cerner,50.0,,cms_gov,high,100047,81.0,3789.0,COMMUNITY HEALTH SYSTEMS INC,71132734.0,0.1025305469
100049,HCA FLORIDA HIGHLANDS HOSPITAL,SEBRING,FL,33870,Acute Care Hospitals,Proprietary,hca florida highlands hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,100049,109.0,4017.0,HCA HEALTHCARE INC,88647434.0,0.0560036246
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,HIALEAH,FL,33012,Acute Care Hospitals,Voluntary non-profit - Private,larkin community hospital palm springs campus,Larkin Health System,,,,,,,cms_gov,high,100050,119.0,3008.0,LARKIN HEALTH SYSTEM,74961661.0,0.0783558932
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,CLERMONT,FL,34711,Acute Care Hospitals,Government - Hospital District or Authority,orlando health south lake hospital,Orlando Health,,,,,,,cms_gov,high,100051,172.0,15830.0,ORLANDO HEALTH,362339122.0,0.0679189204
100052,WINTER HAVEN HOSPITAL,WINTER HAVEN,FL,33881,Acute Care Hospitals,Voluntary non-profit - Private,winter haven hospital,Trinity Health,FirstChoice (Internal) / AMN,ShiftWise Flex,False,Epic,,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,100052,455.0,18241.0,BAYCARE HEALTH SYSTEM,438214390.0,0.1173656328
100053,HIALEAH HOSPITAL,HIALEAH,FL,33013,Acute Care Hospitals,Proprietary,hialeah hospital,Steward Health Care System,,,,,,,cms_gov,high,100053,340.0,6349.0,STEWARD HEALTH CARE SYSTEM LLC,124557744.0,0.2288314107
100054,HCA FLORIDA TWIN CITIES HOSPITAL,NICEVILLE,FL,32578,Acute Care Hospitals,Proprietary,hca florida twin cities hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,100054,65.0,2139.0,HCA HEALTHCARE INC,73626236.0,0.1502971053
100055,ADVENTHEALTH NORTH PINELLAS,TARPON SPRINGS,FL,34689,Acute Care Hospitals,Voluntary non-profit - Other,adventhealth north pinellas,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,100055,136.0,6783.0,ADVENTHEALTH,163561761.0,0.1225643133
100057,ADVENTHEALTH WATERMAN,TAVARES,FL,32778,Acute Care Hospitals,Voluntary non-profit - Church,adventhealth waterman,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,100057,288.0,17680.0,ADVENTHEALTH,398841128.0,0.1092268217
100062,ADVENTHEALTH OCALA,OCALA,FL,34474,Acute Care Hospitals,Government - Hospital District or Authority,adventhealth ocala,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,100062,351.0,19004.0,ADVENTHEALTH,437075762.0,0.1511235945
100063,MORTON PLANT NORTH BAY HOSPITAL,NEW PORT RICHEY,FL,34652,Acute Care Hospitals,Voluntary non-profit - Private,morton plant north bay hospital,Trinity Health,FirstChoice (Internal) / AMN,ShiftWise Flex,False,Epic,,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,100063,213.0,11889.0,BAYCARE HEALTH SYSTEM,183234559.0,0.1120098947
100067,ST ANTHONYS HOSPITAL,SAINT PETERSBURG,FL,33705,Acute Care Hospitals,Voluntary non-profit - Church,st anthonys hospital,Trinity Health,FirstChoice (Internal) / AMN,ShiftWise Flex,False,Epic,,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,100067,398.0,16567.0,BAYCARE HEALTH SYSTEM,510743505.0,0.1033759829
100068,ADVENTHEALTH DAYTONA BEACH,DAYTONA BEACH,FL,32117,Acute Care Hospitals,Voluntary non-profit - Church,adventhealth daytona beach,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,100068,330.0,20978.0,ADVENTHEALTH,651801174.0,0.0720416627
100069,AdventHealth Carrollwood,TAMPA,FL,33614,Acute Care Hospitals,Voluntary non-profit - Church,adventhealth carrollwood,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,100069,119.0,7315.0,ADVENTHEALTH,257371915.0,0.1485390081
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,BROOKSVILLE,FL,34601,Acute Care Hospitals,Voluntary non-profit - Church,tampa general hospital brooksville,CHS,HealthTrust,Unknown,True,Cerner,50.0,,cms_gov,high,100071,244.0,11518.0,COMMUNITY HEALTH SYSTEMS INC,169028844.0,0.1449858143
100072,ADVENTHEALTH FISH MEMORIAL,ORANGE CITY,FL,32763,Acute Care Hospitals,Voluntary non-profit - Church,adventhealth fish memorial,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,100072,253.0,11014.0,ADVENTHEALTH,273921216.0,0.1236173527
100073,HOLY CROSS HOSPITAL,FT LAUDERDALE,FL,33308,Acute Care Hospitals,Voluntary non-profit - Church,holy cross hospital,Trinity Health,FirstChoice (Internal) / AMN,ShiftWise Flex,False,Epic,,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,100073,286.0,13035.0,TRINITY HEALTH,566317304.0,0.0306153372
100075,ST JOSEPHS HOSPITAL,TAMPA,FL,33607,Acute Care Hospitals,Voluntary non-profit - Church,st josephs hospital,Trinity Health,FirstChoice (Internal) / AMN,ShiftWise Flex,False,Epic,,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,100075,1354.0,54915.0,BAYCARE HEALTH SYSTEM,1700681215.0,0.1232472046
100077,Adventhealth Port Charlotte,PORT CHARLOTTE,FL,33952,Acute Care Hospitals,Proprietary,adventhealth port charlotte,CHS,HealthTrust,Unknown,True,Cerner,50.0,,cms_gov,high,100077,254.0,8178.0,COMMUNITY HEALTH SYSTEMS INC,189167451.0,0.0637379765
100080,HCA FLORIDA JFK HOSPITAL,ATLANTIS,FL,33462,Acute Care Hospitals,Proprietary,hca florida jfk hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,100080,582.0,32091.0,HCA HEALTHCARE INC,688349049.0,0.1302024287
100084,UF HEALTH LEESBURG HOSPITAL,LEESBURG,FL,34748,Acute Care Hospitals,Voluntary non-profit - Private,uf health leesburg hospital,UF Health,,,,,,,cms_gov,high,100084,330.0,12683.0,UF HEALTH,246042832.0,0.0301005596
100086,BROWARD HEALTH NORTH,DEERFIELD BEACH,FL,33064,Acute Care Hospitals,Government - Hospital District or Authority,broward health north,Broward Health,,,,,,,cms_gov,high,100086,304.0,10284.0,NORTH BROWARD HOSPITAL DISTRICT,254082714.0,0.1770509673
100087,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239,Acute Care Hospitals,Government - Hospital District or Authority,sarasota memorial hospital,Sarasota Memorial Health Care System,,,,,,,cms_gov,high,100087,786.0,40533.0,SARASOTA MEMORIAL HEALTH CARE SYSTEM INC,1247834473.0,0.1222204451
100088,BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,JACKSONVILLE,FL,32207,Acute Care Hospitals,Voluntary non-profit - Private,baptist health medical center jacksonville,Baptist Health,,,,,,,cms_gov,high,100088,981.0,47970.0,BAPTIST HEALTH,2076866000.0,0.0436738153
100090,FLAGLER HOSPITAL,SAINT AUGUSTINE,FL,32086,Acute Care Hospitals,Voluntary non-profit - Private,flagler hospital,UF Health,,,,,,,cms_gov,high,100090,335.0,13928.0,UF HEALTH,295278577.0,0.0387196243
100092,ORLANDO HEALTH ROCKLEDGE HOSPITAL,ROCKLEDGE,FL,32955,Acute Care Hospitals,Voluntary non-profit - Private,orlando health rockledge hospital,Steward Health Care System,,,,,,,cms_gov,high,100092,274.0,6338.0,STEWARD HEALTH CARE SYSTEM LLC,167551479.0,0.1066475223
100093,BAPTIST HOSPITAL,PENSACOLA,FL,32503,Acute Care Hospitals,Voluntary non-profit - Private,baptist hospital,Baptist Health Care,,,,,,,cms_gov,high,100093,278.0,15891.0,BAPTIST HEALTH CARE,475392361.0,0.1174952712
100099,ADVENTHEALTH LAKE WALES,LAKE WALES,FL,33853,Acute Care Hospitals,Proprietary,adventhealth lake wales,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,100099,142.0,3134.0,ADVENTHEALTH,87427013.0,0.12684439
10009F,BAY PINES VA MEDICAL CENTER,BAY PINES,FL,33744,Acute Care - Veterans Administration,Veterans Health Administration,bay pines va medical center,,,,,,,,cms_gov,high,10009F,,,VETERANS HEALTH ADMINISTRATION,,
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,VERO BEACH,FL,32960,Acute Care Hospitals,Voluntary non-profit - Private,cleveland clinic indian river hospital,Cleveland Clinic,,,,,,,cms_gov,high,100105,310.0,15545.0,CLEVELAND CLINIC,372193860.0,0.0670065038
100107,HCA FLORIDA LEHIGH REGIONAL MEDICAL CENTER,LEHIGH ACRES,FL,33936,Acute Care Hospitals,Proprietary,hca florida lehigh regional medical center,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,100107,53.0,2771.0,PRIME HEALTHCARE SERVICES INC,41309727.0,0.2079736945
100109,ADVENTHEALTH SEBRING,SEBRING,FL,33872,Acute Care Hospitals,Voluntary non-profit - Private,adventhealth sebring,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,100109,204.0,11297.0,ADVENTHEALTH,318553751.0,0.0955333423
100110,HCA FLORIDA OSCEOLA HOSPITAL,KISSIMMEE,FL,34741,Acute Care Hospitals,Proprietary,hca florida osceola hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,100110,351.0,19650.0,HCA HEALTHCARE INC,508130816.0,0.1499565641
100113,UF HEALTH SHANDS HOSPITAL,GAINESVILLE,FL,32610,Acute Care Hospitals,Voluntary non-profit - Private,uf health shands hospital,UF Health,,,,,,,cms_gov,high,100113,994.0,45078.0,UF HEALTH,2237854390.0,0.0348109431
100117,BAPTIST MEDICAL CENTER  BEACHES,JACKSONVILLE BEACH,FL,32250,Acute Care Hospitals,Voluntary non-profit - Private,baptist medical center beaches,Baptist Health,,,,,,,cms_gov,high,100117,135.0,8036.0,BAPTIST HEALTH,186044645.0,0.0511064188
100118,AdventHealth Palm Coast,PALM COAST,FL,32164,Acute Care Hospitals,Voluntary non-profit - Church,adventhealth palm coast,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,100118,99.0,9053.0,ADVENTHEALTH,307699977.0,0.0462547837
100121,BARTOW REGIONAL MEDICAL CENTER,BARTOW,FL,33830,Acute Care Hospitals,Proprietary,bartow regional medical center,Trinity Health,FirstChoice (Internal) / AMN,ShiftWise Flex,False,Epic,,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,100121,72.0,3283.0,BAYCARE HEALTH SYSTEM,102454589.0,0.194030853
100122,NORTH OKALOOSA MEDICAL CENTER,CRESTVIEW,FL,32539,Acute Care Hospitals,Voluntary non-profit - Private,north okaloosa medical center,CHS,HealthTrust,Unknown,True,Cerner,50.0,,cms_gov,high,100122,110.0,5499.0,COMMUNITY HEALTH SYSTEMS INC,120010983.0,0.1427806966
100124,SANTA ROSA MEDICAL CENTER,MILTON,FL,32570,Acute Care Hospitals,Proprietary,santa rosa medical center,CHS,HealthTrust,Unknown,True,Cerner,50.0,,cms_gov,high,100124,86.0,3806.0,COMMUNITY HEALTH SYSTEMS INC,101435030.0,0.1389405276
100125,HOMESTEAD HOSPITAL,HOMESTEAD,FL,33033,Acute Care Hospitals,Voluntary non-profit - Private,homestead hospital,Baptist Health South Florida,,,,,,,cms_gov,high,100125,159.0,7486.0,BAPTIST HEALTH SOUTH FLORIDA,252856236.0,0.2268422957
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,SAINT PETERSBURG,FL,33707,Acute Care Hospitals,Proprietary,hca florida pasadena hospital a part of hca florid,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,100126,167.0,3681.0,HCA HEALTHCARE INC,88901851.0,0.0814549342
100127,MORTON PLANT HOSPITAL,CLEARWATER,FL,33756,Acute Care Hospitals,Voluntary non-profit - Private,morton plant hospital,Trinity Health,FirstChoice (Internal) / AMN,ShiftWise Flex,False,Epic,,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,100127,569.0,25521.0,BAYCARE HEALTH SYSTEM,801906276.0,0.0849918211
100128,TAMPA GENERAL HOSPITAL,TAMPA,FL,33606,Acute Care Hospitals,Voluntary non-profit - Private,tampa general hospital,Florida Health Sciences Center,,,,,,,cms_gov,high,100128,1017.0,59578.0,FLORIDA HEALTH SCIENCES CENTER,1951882828.0,0.0929002759
100130,LAKESIDE MEDICAL CENTER,BELLE GLADE,FL,33430,Acute Care Hospitals,Government - Hospital District or Authority,lakeside medical center,,,,,,,,cms_gov,high,100130,70.0,465.0,,26914668.0,0.2988591962
100131,HCA FLORIDA AVENTURA HOSPITAL,AVENTURA,FL,33180,Acute Care Hospitals,Voluntary non-profit - Private,hca florida aventura hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,100131,405.0,16895.0,HCA HEALTHCARE INC,371079640.0,0.127122695
100132,SOUTH FLORIDA BAPTIST HOSPITAL,PLANT CITY,FL,33563,Acute Care Hospitals,Voluntary non-profit - Private,south florida baptist hospital,Trinity Health,FirstChoice (Internal) / AMN,ShiftWise Flex,False,Epic,,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,100132,124.0,5908.0,BAYCARE HEALTH SYSTEM,169924938.0,0.1571944863
100134,ED FRASER MEMORIAL HOSPITAL,MACCLENNY,FL,32063,Acute Care Hospitals,Voluntary non-profit - Private,ed fraser memorial hospital,,,,,,,,cms_gov,high,100134,21.0,394.0,,34134490.0,0.0496313062
